"lineNo","assgNo","fixcount","firstPassCnt","P1stFixation","P2stFixation","prevFixDur","firstfixDur","firstPassFixDur","nextFixDur","firstSaccLen","lastSaccLen","prevFixPos","landingPos","leavingPos","totalFixDur","meanFixDur","nRegressFrom","regressLen","nextWordRegress","regressDur","pupilDiamMax","pupilDiamLag","timePrtctg","nWordsInTitle","titleNo","wordNo","label"
2616,78,1,1,0,0,120,379,379,359,384.7184,190.9830,342.1637,54.8019,56.5796,438,438.0000,1,22514,0,817,1.0020,2.0375,0.0110,9,10,4,1
2617,78,1,1,1,0,379,279,279,339,190.9830,177.7990,147.2990,87.6427,68.0165,399,399.0000,0,0,0,399,1.2395,2.0375,0.0101,6,8,4,0
2618,78,1,1,1,1,199,279,279,199,177.7990,98.1835,294.2006,148.9841,159.3895,199,199.0000,4,11655,1,4861,2.0375,2.0375,0.0050,5,6,2,1
2619,78,1,2,1,0,279,199,219,219,98.1835,249.0502,120.5985,21.9317,30.4138,219,219.0000,3,9087,1,3248,2.0375,2.0375,0.0055,5,6,4,1
2620,78,2,1,1,0,20,219,219,20,249.0502,527.5192,172.8034,90.8020,34.0918,160,80.0000,3,4103,1,618,2.0375,1.9540,0.0040,5,6,5,1
2621,78,1,1,1,0,139,199,199,339,527.5192,111.4462,576.1736,65.4160,89.3001,180,180.0000,0,0,1,180,2.0375,2.0375,0.0045,5,7,2,1
2622,78,1,1,1,1,199,279,279,199,111.4462,202.0155,61.5224,71.3600,57.9418,239,239.0000,4,11655,1,4861,2.0375,2.0375,0.0060,5,6,2,1
2623,78,2,3,1,1,139,299,518,279,202.0155,0.0000,383.8815,166.7213,110.7249,698,349.0000,1,1434,1,11140,1.9540,1.9540,0.0176,5,6,1,1
2624,79,1,1,1,1,0,20,20,239,0.0000,259.2822,0.0000,79.4560,78.3342,20,20.0000,1,657,0,279,0.2830,1.1785,0.0021,7,4,2,1
2625,79,1,1,1,0,20,239,239,339,259.2822,135.0454,301.2308,43.0116,72.0295,239,239.0000,0,0,0,0,0.2830,1.1785,0.0253,7,1,1,1
2626,79,1,1,1,0,239,339,339,239,135.0454,153.5985,155.5410,37.7690,32.6535,339,339.0000,0,0,0,0,0.2830,1.5165,0.0359,7,1,3,1
2627,79,1,1,1,0,339,239,239,199,153.5985,119.0567,55.3173,127.7625,122.9085,239,239.0000,0,0,0,319,0.6870,1.5165,0.0253,4,2,2,0
2628,79,1,1,1,0,239,199,199,379,119.0567,87.5014,57.3847,83.1865,101.1336,199,199.0000,0,0,1,518,0.7620,1.5165,0.0211,4,2,3,0
2629,79,1,1,1,0,199,379,379,299,87.5014,300.4813,39.4462,94.1409,92.8036,379,379.0000,1,837,1,0,0.8685,1.5165,0.0401,4,2,4,0
2630,79,2,1,1,0,339,239,239,199,300.4813,60.9631,340.1294,42.9010,123.9002,319,159.5000,0,0,0,319,1.5110,1.5165,0.0338,4,2,2,0
2631,79,1,1,1,0,239,199,199,379,60.9631,325.3325,50.9902,47.6471,60.7454,518,518.0000,0,0,1,518,1.5165,1.5165,0.0549,4,2,3,0
2632,79,2,2,1,0,518,219,398,199,325.3325,295.3968,440.2420,142.6298,90.4129,398,199.0000,1,398,0,199,1.5165,1.3045,0.0421,5,3,1,1
2633,79,1,1,1,1,179,199,199,179,295.3968,88.4096,205.9951,108.2693,103.4070,199,199.0000,0,0,1,0,1.3455,0.3085,0.0211,5,3,3,1
2634,79,1,1,1,1,199,179,179,199,88.4096,381.1470,44.0454,71.3390,37.9111,179,179.0000,1,199,0,0,1.3045,0.3085,0.0190,5,3,4,1
2635,79,1,2,1,0,518,219,398,199,381.1470,64.5949,463.1069,77.4290,86.8864,199,199.0000,1,398,0,199,0.3675,0.3085,0.0211,5,3,1,1
2636,79,1,1,1,1,0,20,20,239,64.5949,125.8223,93.4933,37.7127,50.6582,179,179.0000,1,657,0,279,0.3085,0.2455,0.0190,7,4,2,1
2637,79,1,1,1,1,179,199,199,179,125.8223,128.1405,142.9475,48.1923,55.7606,219,219.0000,0,0,1,0,0.3085,-0.2575,0.0232,5,3,3,1
2638,79,2,1,1,1,199,179,179,199,128.1405,67.5074,94.8103,66.1910,148.8027,239,119.5000,1,199,0,0,0.3085,-0.5825,0.0253,5,3,4,1
2639,79,1,1,0,0,20,199,199,319,67.5074,556.2340,47.0106,80.5761,70.6576,199,199.0000,1,1016,1,239,0.1560,-0.5825,0.0211,7,4,5,1
2640,79,1,1,0,0,199,319,319,279,556.2340,135.0741,611.2454,73.6495,114.2322,319,319.0000,0,0,1,578,-0.2575,-0.5825,0.0338,7,4,1,1
2641,79,1,1,1,1,0,20,20,239,135.0741,205.5736,69.6348,99.6895,92.8924,279,279.0000,1,657,0,279,-1.1465,-0.5825,0.0295,7,4,2,1
2642,79,1,1,0,0,279,179,179,239,205.5736,180.5249,165.8945,45.0389,33.3654,179,179.0000,0,0,1,179,-0.5825,-0.5825,0.0190,7,4,4,1
2643,79,1,1,0,0,20,199,199,319,180.5249,154.4385,117.8855,64.5368,59.3507,239,239.0000,1,1016,1,239,-0.5825,-0.4835,0.0253,7,4,5,1
2644,79,1,1,0,0,239,179,179,259,154.4385,721.0210,93.7710,52.4047,48.1041,179,179.0000,1,259,0,0,-0.5825,-0.2920,0.0190,7,4,6,1
2645,79,1,1,0,0,199,319,319,279,721.0210,53.2189,749.0808,29.3471,66.6108,259,259.0000,0,0,1,578,-0.5825,0.7805,0.0274,7,4,1,1
2646,79,2,2,1,0,259,199,498,259,53.2189,135.3403,103.2473,50.2021,166.8907,498,249.0000,0,0,0,0,-0.6010,1.4070,0.0527,8,5,1,0
2647,79,1,1,1,0,299,259,259,199,135.3403,113.1868,166.7693,10.7935,55.5810,259,259.0000,0,0,0,0,-0.7115,1.4070,0.0274,8,5,3,0
2648,79,2,2,1,0,259,199,219,199,113.1868,135.5323,169.0473,21.7830,112.1116,219,109.5000,0,0,0,0,-0.4115,1.4070,0.0232,8,5,5,0
2649,79,1,1,1,0,20,199,199,319,135.5323,696.3289,14.8661,121.2023,72.2721,199,199.0000,0,0,0,0,-0.2920,1.4070,0.0211,8,5,6,0
2650,79,1,1,1,1,199,319,319,120,696.3289,120.6752,733.0621,54.5367,79.7057,319,319.0000,0,0,0,837,0.7805,1.6265,0.0338,5,6,1,2
2651,79,1,1,1,0,319,120,120,379,120.6752,1052.5789,137.9275,10.5119,21.6449,120,120.0000,0,0,0,339,1.4070,1.6265,0.0127,5,6,3,2
2652,79,1,1,1,0,120,379,379,339,1052.5789,183.2464,127.0157,1127.1705,41.5030,379,379.0000,1,1933,0,578,1.4070,2.0650,0.0401,5,6,5,2
2653,79,1,1,1,0,319,120,120,379,183.2464,83.6002,166.6763,21.2191,47.5946,339,339.0000,0,0,0,339,1.4070,2.0650,0.0359,5,6,3,2
2654,79,1,1,1,0,339,179,179,578,83.6002,71.8471,93.5575,46.5967,47.7546,179,179.0000,0,0,1,179,1.3470,2.0650,0.0190,5,6,4,2
2655,79,1,1,1,0,120,379,379,339,71.8471,0.0000,21.9317,75.5811,46.0136,578,578.0000,1,1933,0,578,1.6265,2.0650,0.0612,5,6,5,2
2656,79,1,1,1,1,199,319,319,120,256.5487,0.0000,393.3675,100.0200,84.1219,837,837.0000,0,0,0,837,2.0650,2.0650,0.0886,5,6,1,2
2657,80,1,1,1,0,0,20,20,279,0.0000,136.7013,0.0000,121.4547,110.3913,20,20.0000,0,0,0,0,0.4565,1.7995,0.0056,4,3,1,1
2658,80,1,1,1,0,20,279,279,199,136.7013,450.4223,158.3824,24.8395,49.3964,279,279.0000,0,0,1,717,0.5110,1.7995,0.0778,7,1,2,2
2659,80,1,1,1,0,279,199,199,179,450.4223,176.7831,408.5890,50.5099,55.2675,199,199.0000,1,259,0,199,0.7765,1.7995,0.0555,7,1,5,2
2660,80,1,1,1,0,199,179,179,139,176.7831,122.0656,48.9183,136.6794,132.9662,179,179.0000,0,0,1,0,0.9530,1.7995,0.0499,7,1,6,2
2661,80,1,1,1,0,179,139,139,199,122.0656,308.8406,101.2423,51.6236,45.3045,139,139.0000,1,458,0,0,1.5790,1.7995,0.0388,7,1,7,2
2662,80,1,1,1,0,279,199,199,179,308.8406,256.2816,338.0799,28.3196,41.2826,199,199.0000,1,259,0,199,1.6730,2.9875,0.0555,7,1,5,2
2663,80,1,1,1,0,199,20,20,239,256.2816,104.0829,292.3440,20.5061,7.3824,20,20.0000,1,239,0,40,1.7995,2.9875,0.0056,7,1,3,2
2664,80,1,1,1,0,20,279,279,199,104.0829,132.0009,158.1139,56.7649,85.4283,239,239.0000,0,0,1,717,1.7995,2.9875,0.0667,7,1,2,2
2665,80,1,1,1,0,239,259,259,219,132.0009,158.2688,149.8566,47.7624,33.6043,259,259.0000,0,0,0,0,1.7995,2.9875,0.0722,6,2,3,0
2666,80,3,3,1,0,259,219,557,179,158.2688,1200.7081,122.7029,60.4587,985.5112,557,185.6667,0,0,1,0,1.7995,2.9875,0.1554,6,2,4,0
2667,80,1,1,1,0,159,179,179,638,1200.7081,514.7487,19.2094,24.1506,29.0043,179,179.0000,1,1316,0,0,1.7475,2.9875,0.0499,6,2,5,0
2668,80,1,1,1,0,179,638,638,678,514.7487,0.0000,556.4351,33.6155,26.0864,638,638.0000,0,0,0,638,2.9875,2.9875,0.1780,6,2,2,0
2669,80,1,1,0,1,638,678,678,0,77.5580,0.0000,156.4161,64.6239,81.1804,678,678.0000,0,0,0,678,2.9875,2.9875,0.1891,6,2,1,0
2670,81,1,1,1,0,0,20,20,239,0.0000,88.0738,0.0000,82.7481,69.6024,20,20.0000,0,0,0,0,0.4220,0.5560,0.0021,7,2,1,0
2671,81,1,1,1,0,20,239,239,20,88.0738,72.5844,128.9961,86.6516,88.5960,239,239.0000,0,0,0,0,0.4335,0.5560,0.0255,5,1,1,1
2672,81,2,2,1,0,239,20,299,239,72.5844,149.5410,49.0408,46.0570,126.0020,299,149.5000,0,0,1,0,0.4335,0.5560,0.0319,5,1,2,1
2673,81,1,1,1,0,279,239,239,20,149.5410,89.9347,105.2616,85.0706,84.4423,239,239.0000,1,140,0,0,0.4335,0.5560,0.0255,5,1,3,1
2674,81,1,1,0,1,239,20,20,120,89.9347,92.5014,45.8803,111.6882,109.4920,20,20.0000,1,837,0,0,0.4335,0.5560,0.0021,7,2,4,0
2675,81,1,1,0,1,20,120,120,20,92.5014,419.0716,65.0538,65.0692,56.5685,120,120.0000,0,0,0,0,0.4335,0.5560,0.0128,5,1,5,1
2676,81,2,1,1,0,0,20,20,239,419.0716,75.6340,541.6309,130.6981,85.3815,259,129.5000,0,0,0,0,0.2805,0.5560,0.0277,7,2,1,0
2677,81,1,1,0,0,239,20,20,239,75.6340,164.0762,86.0349,22.7706,32.0039,20,20.0000,0,0,0,0,0.2995,0.5560,0.0021,7,2,2,0
2678,81,1,1,0,0,20,239,239,20,164.0762,100.1212,105.9481,73.4932,56.7649,239,239.0000,0,0,1,0,0.2995,0.5560,0.0255,7,2,3,0
2679,81,1,1,1,0,239,20,20,179,100.1212,61.9879,81.0555,56.0357,50.3835,20,20.0000,0,0,0,0,0.5560,0.5560,0.0021,5,3,3,0
2680,81,2,2,0,0,20,179,358,219,61.9879,134.1827,69.4262,32.9848,71.5891,358,179.0000,0,0,0,0,0.5560,0.5560,0.0382,7,2,5,0
2681,81,1,1,0,0,179,219,219,140,134.1827,57.5348,80.6226,67.1193,56.6260,219,219.0000,0,0,0,0,0.5560,0.9595,0.0234,7,2,6,0
2682,81,1,1,0,0,219,140,140,219,57.5348,701.0050,44.0454,31.8002,62.9960,140,140.0000,0,0,0,0,0.5560,0.9595,0.0150,7,2,7,0
2683,81,3,3,0,1,140,219,558,279,701.0050,230.0804,670.6489,76.4232,218.5824,558,186.0000,0,0,0,0,0.2295,0.9595,0.0596,5,3,2,0
2684,81,1,1,1,0,120,279,279,219,230.0804,92.0666,298.6855,77.1897,91.5874,279,279.0000,0,0,0,0,0.3405,0.9595,0.0298,5,4,1,1
2685,81,1,1,1,0,279,219,219,199,92.0666,111.8794,54.1202,53.0330,67.1007,219,219.0000,0,0,0,0,0.9595,0.9595,0.0234,5,4,2,1
2686,81,1,1,1,0,219,199,199,259,111.8794,128.6283,63.3246,49.7041,94.3398,199,199.0000,0,0,0,0,0.9595,0.9595,0.0213,5,4,3,1
2687,81,1,1,1,0,199,259,259,139,128.6283,119.8384,106.0754,41.4880,59.1798,259,259.0000,0,0,1,180,0.9595,0.6945,0.0277,5,4,4,1
2688,81,1,1,1,0,259,139,139,100,119.8384,158.2024,113.0000,25.9422,13.2004,139,139.0000,1,180,0,0,0.9595,0.4390,0.0148,5,4,5,1
2689,81,2,1,1,0,199,259,259,139,158.2024,343.2739,186.1881,2.6926,52.1464,180,90.0000,0,0,1,180,0.9595,0.3450,0.0192,5,4,4,1
2690,81,3,3,1,0,80,199,657,239,343.2739,244.6268,415.2132,71.0018,84.7718,657,219.0000,0,0,0,0,0.6945,0.3600,0.0702,6,5,2,0
2691,81,1,1,1,0,199,239,239,159,244.6268,130.0961,172.4558,76.8798,93.5548,239,239.0000,0,0,0,0,0.2635,0.4215,0.0255,6,5,4,0
2692,81,1,1,1,0,239,159,159,259,130.0961,495.0253,110.6345,53.4462,43.8549,159,159.0000,0,0,0,0,0.2720,0.4215,0.0170,6,5,6,0
2693,81,1,1,1,0,159,259,259,179,495.0253,133.5459,536.7104,39.5000,76.5408,259,259.0000,0,0,0,0,0.2720,0.4215,0.0277,4,6,1,1
2694,81,1,1,1,0,259,179,179,179,133.5459,155.5394,73.5527,68.0074,65.0577,179,179.0000,0,0,0,0,0.3450,0.6820,0.0191,4,6,2,1
2695,81,1,1,1,0,179,179,179,299,155.5394,137.0328,59.4138,98.7320,108.5415,179,179.0000,0,0,0,0,0.3600,1.1500,0.0191,4,6,3,1
2696,81,1,1,1,0,179,299,299,319,137.0328,430.6173,93.3435,56.4469,20.1556,299,299.0000,0,0,0,0,0.3600,1.1500,0.0319,4,6,4,1
2697,81,1,1,1,0,299,319,319,279,430.6173,210.0720,516.0824,54.4656,86.8850,319,319.0000,0,0,0,0,0.4215,1.9710,0.0341,6,7,1,0
2698,81,1,1,1,0,319,279,279,199,210.0720,196.2549,146.4138,78.0080,71.4370,279,279.0000,0,0,0,0,0.4215,1.9710,0.0298,6,7,3,0
2699,81,1,1,1,0,279,199,199,159,196.2549,118.6276,68.2495,129.2797,136.2654,199,199.0000,0,0,0,0,0.6315,1.9710,0.0213,6,7,4,0
2700,81,1,1,1,0,199,159,159,319,118.6276,583.1063,42.0476,91.5765,86.2931,159,159.0000,0,0,0,0,0.6820,2.1570,0.0170,6,7,5,0
2701,81,1,1,1,0,159,319,319,179,583.1063,70.2887,611.2553,26.6552,53.6004,319,319.0000,0,0,0,0,1.1500,2.1570,0.0341,5,8,1,1
2702,81,1,1,1,0,319,179,179,179,70.2887,204.6265,92.3580,29.4364,41.6083,179,179.0000,0,0,0,0,1.6265,2.3360,0.0191,6,9,1,2
2703,81,1,1,1,1,179,179,179,199,204.6265,152.5819,106.5692,104.3132,95.5209,179,179.0000,0,0,0,0,1.9710,2.7330,0.0191,6,9,2,2
2704,81,1,1,1,0,179,199,199,458,152.5819,102.1482,100.3195,54.4518,56.5796,199,199.0000,0,0,0,0,1.9710,2.7780,0.0213,6,9,4,2
2705,81,1,1,1,0,199,458,458,219,102.1482,278.2562,140.2890,41.8868,18.3371,458,458.0000,1,319,0,0,1.9710,2.7780,0.0489,6,9,6,2
2706,81,2,2,1,0,458,219,319,259,278.2562,158.0925,281.2152,4.7170,62.4600,319,159.5000,0,0,0,319,2.3360,2.7780,0.0341,6,9,3,2
2707,81,1,1,1,0,100,259,259,20,158.0925,260.5691,186.2525,23.4094,11.7686,259,259.0000,0,0,0,0,2.3360,2.3360,0.0277,6,10,2,0
2708,81,2,2,1,0,259,20,140,359,260.5691,0.0000,257.2353,3.6401,85.0015,140,70.0000,0,0,0,0,2.7330,2.4510,0.0150,6,10,4,0
2709,81,1,1,1,1,179,179,179,199,303.1670,0.0000,378.8456,84.6788,44.9110,359,359.0000,0,0,0,0,2.7780,2.7780,0.0383,6,9,2,2
2710,82,1,1,1,0,0,259,259,199,0.0000,60.6980,0.0000,71.6101,75.8584,259,259.0000,0,0,0,0,0.9555,1.4635,0.0844,7,2,1,1
2711,82,1,1,1,0,259,199,199,100,60.6980,51.9711,59.4138,33.1549,102.4744,199,199.0000,0,0,0,0,0.9555,1.5725,0.0648,7,1,2,2
2712,82,1,1,0,1,199,100,100,319,51.9711,103.5978,49.2443,115.1564,95.4804,100,100.0000,0,0,0,718,0.9075,1.5725,0.0326,7,2,2,1
2713,82,2,2,0,1,100,319,598,419,103.5978,104.3935,114.7911,48.7647,182.2224,598,299.0000,2,1036,1,1375,0.9810,1.5980,0.1948,7,2,4,1
2714,82,1,1,0,1,279,419,419,319,104.3935,306.6178,109.2016,28.4253,66.7720,419,419.0000,1,1495,0,219,1.4635,2.5820,0.1365,7,2,5,1
2715,82,2,2,0,1,100,319,598,419,306.6178,326.5061,300.4031,34.9285,183.1427,459,229.5000,2,1036,1,1375,1.5725,2.5820,0.1495,7,2,4,1
2716,82,1,1,0,1,199,100,100,319,326.5061,256.5239,388.2396,63.0635,60.3842,359,359.0000,0,0,0,718,1.5980,2.5820,0.1169,7,2,2,1
2717,82,1,2,0,1,100,319,598,419,256.5239,0.0000,143.9514,111.2980,162.4354,458,458.0000,2,1036,1,1375,2.5820,2.5820,0.1492,7,2,4,1
2718,82,1,1,0,1,279,419,419,319,140.0009,0.0000,138.0797,45.3486,42.7200,219,219.0000,1,1495,0,219,2.5820,2.5820,0.0713,7,2,5,1
2719,83,1,1,1,1,0,179,179,20,0.0000,69.6150,0.0000,57.5782,53.3104,179,179.0000,0,0,1,239,0.3655,0.3655,0.0179,7,2,1,0
2720,83,2,2,1,0,179,20,159,20,69.6150,152.6434,78.5684,109.7691,162.0378,159,79.5000,0,0,0,0,0.3655,0.2980,0.0159,6,1,1,0
2721,83,1,1,1,0,139,20,20,239,152.6434,105.9292,46.0977,120.7901,120.7901,20,20.0000,0,0,0,0,0.3655,0.2980,0.0020,6,1,2,0
2722,83,1,1,1,0,20,239,239,20,105.9292,200.6795,57.3062,56.2694,39.6548,239,239.0000,0,0,0,0,0.3655,0.2980,0.0239,6,1,3,0
2723,83,1,1,0,1,239,20,20,239,200.6795,155.1137,269.7035,70.5071,70.2638,20,20.0000,1,458,0,219,0.3655,0.1940,0.0020,7,2,2,0
2724,83,1,1,1,1,0,179,179,20,155.1137,105.9552,203.0813,56.7737,122.6968,239,239.0000,0,0,1,239,0.3655,0.1940,0.0239,7,2,1,0
2725,83,1,1,0,1,239,20,20,239,105.9552,170.7527,61.0983,86.5852,89.7845,219,219.0000,1,458,0,219,0.2980,0.1940,0.0219,7,2,2,0
2726,83,1,1,1,0,219,379,379,239,170.7527,57.1686,229.7325,77.6740,85.5468,379,379.0000,0,0,0,0,0.2980,0.1940,0.0379,6,3,1,0
2727,83,1,1,1,0,379,239,239,379,57.1686,147.8792,96.5194,70.0286,113.1205,239,239.0000,0,0,0,0,0.1940,0.1900,0.0239,10,4,1,1
2728,83,1,1,1,0,239,379,379,20,147.8792,125.0360,96.1353,86.4928,83.5539,379,379.0000,0,0,0,0,0.1940,0.1900,0.0379,10,4,2,1
2729,83,1,1,1,0,379,20,20,179,125.0360,128.1181,63.3246,53.4439,55.0295,20,20.0000,0,0,0,0,0.1900,0.1900,0.0020,10,4,4,1
2730,83,1,1,1,0,20,179,179,319,128.1181,208.5096,29.5296,115.3365,108.9151,179,179.0000,0,0,0,0,0.1900,0.1900,0.0179,10,4,5,1
2731,83,1,1,1,0,179,319,319,20,208.5096,152.6106,217.5178,42.4647,56.1004,319,319.0000,0,0,0,0,0.1900,0.1900,0.0319,10,4,8,1
2732,83,1,1,1,0,319,20,20,140,152.6106,121.2456,169.5406,40.0281,38.2753,20,20.0000,1,160,0,0,0.1900,0.4335,0.0020,7,5,6,0
2733,83,1,1,1,0,20,140,140,20,121.2456,56.6789,168.5022,49.0765,49.0408,140,140.0000,1,20,0,140,0.1900,0.4335,0.0140,7,5,4,0
2734,83,1,1,1,0,140,20,20,1036,56.6789,341.9521,262.0000,200.6053,200.0225,20,20.0000,0,0,1,40,0.0805,0.4335,0.0020,7,5,3,0
2735,83,1,1,1,1,20,1036,1036,359,341.9521,50.4232,434.6148,102.3536,70.1231,1036,1036.0000,0,0,0,2034,0.0805,0.4335,0.1035,5,6,1,2
2736,83,1,1,1,1,1036,359,359,359,50.4232,98.0816,147.5568,51.7325,34.0331,359,359.0000,0,0,0,418,0.4335,0.9720,0.0359,7,7,1,1
2737,83,1,1,1,1,359,359,359,259,98.0816,88.9508,169.5465,70.4716,40.3268,359,359.0000,0,0,0,0,0.4335,1.0745,0.0359,4,9,1,0
2738,83,1,1,1,1,359,259,259,199,88.9508,113.1923,108.4620,56.6127,101.5406,259,259.0000,0,0,0,379,0.3645,1.1600,0.0259,4,10,1,1
2739,83,1,1,1,1,259,199,199,159,113.1923,103.0194,81.3941,77.0260,106.6689,199,199.0000,0,0,1,159,0.3645,1.3035,0.0199,4,10,2,1
2740,83,1,1,1,1,199,159,159,379,103.0194,297.7302,69.0652,61.0266,65.3242,159,159.0000,2,4864,0,0,0.6485,1.3035,0.0159,4,10,3,1
2741,83,1,1,1,1,359,359,359,259,297.7302,249.2519,364.7917,64.2067,89.3099,379,379.0000,0,0,0,0,0.9720,1.3035,0.0379,4,9,1,0
2742,83,2,2,0,1,379,239,319,299,249.2519,387.6509,246.1300,35.5985,103.1213,319,159.5000,0,0,0,0,1.1075,1.3035,0.0319,4,9,3,0
2743,83,1,1,1,1,80,299,299,339,387.6509,335.8724,417.4901,32.1753,38.3960,299,299.0000,1,897,0,239,1.1600,1.3035,0.0299,5,8,1,1
2744,83,1,1,1,1,199,159,159,379,335.8724,249.6808,297.4357,40.2244,51.8941,339,339.0000,2,4864,0,0,1.3035,1.3035,0.0339,4,10,3,1
2745,83,1,1,1,1,359,259,259,199,249.6808,137.5009,332.9399,83.4416,52.0601,379,379.0000,0,0,0,379,1.3035,0.9525,0.0379,4,10,1,1
2746,83,1,1,1,1,259,199,199,159,137.5009,193.5568,72.3395,53.5840,48.2545,159,159.0000,0,0,1,159,1.3035,1.0110,0.0159,4,10,2,1
2747,83,2,1,1,1,80,299,299,339,193.5568,55.9732,252.4856,82.3787,88.4604,239,119.5000,1,897,0,239,0.9525,1.2540,0.0239,5,8,1,1
2748,83,2,1,1,1,1036,359,359,359,55.9732,176.7442,97.6524,58.2344,58.1421,418,209.0000,0,0,0,418,0.4380,2.4700,0.0418,7,7,1,1
2749,83,1,1,0,1,219,299,299,239,176.7442,210.7048,128.5496,53.1601,85.2130,299,299.0000,0,0,0,979,0.8485,2.4700,0.0299,5,6,2,2
2750,83,1,1,0,1,299,239,239,259,210.7048,114.5098,132.2309,94.7008,94.7259,239,239.0000,0,0,1,597,0.9205,2.4700,0.0239,5,6,3,2
2751,83,1,1,0,1,239,259,259,140,114.5098,562.5080,104.3887,29.5381,48.0026,259,259.0000,1,1536,0,259,1.0110,2.4700,0.0259,5,6,4,2
2752,83,1,1,1,1,20,1036,1036,359,562.5080,123.4767,601.3003,41.6773,55.2743,140,140.0000,0,0,0,2034,1.2540,2.4700,0.0140,5,6,1,2
2753,83,2,1,0,1,219,299,299,239,123.4767,1060.0341,122.2620,11.9269,97.4076,340,170.0000,0,0,0,979,2.4700,2.4700,0.0340,5,6,2,2
2754,83,1,1,0,1,299,239,239,259,1060.0341,0.0000,109.1788,1120.2857,114.8151,179,179.0000,0,0,1,597,2.4700,2.4700,0.0179,5,6,3,2
2755,83,1,1,1,1,20,1036,1036,359,369.2171,0.0000,483.1490,117.8951,71.1495,877,877.0000,0,0,0,2034,2.4700,2.4700,0.0877,5,6,1,2
2756,84,1,1,1,1,0,140,140,20,0.0000,100.7782,0.0000,45.0999,22.8035,140,140.0000,0,0,0,0,1.4252,1.4612,0.0339,5,4,2,0
2757,84,2,2,1,1,140,20,239,139,100.7782,119.3325,173.1127,99.3340,85.8793,239,119.5000,0,0,0,0,1.4612,1.4612,0.0580,3,2,1,1
2758,84,1,1,1,0,219,139,139,259,119.3325,66.7271,115.4123,20.2485,26.6833,139,139.0000,0,0,0,0,1.4612,1.3812,0.0337,4,1,2,1
2759,84,1,1,1,0,139,259,259,219,66.7271,208.4448,81.5966,25.1098,26.8002,259,259.0000,0,0,0,0,1.4612,1.1967,0.0628,4,1,4,1
2760,84,1,2,1,1,140,20,239,139,208.4448,110.3279,273.5855,76.6975,91.7401,219,219.0000,0,0,0,0,1.4612,1.1967,0.0531,3,2,1,1
2761,84,1,1,0,1,219,299,299,239,110.3279,130.8530,126.8464,31.3129,42.0268,299,299.0000,0,0,0,0,1.3812,0.7427,0.0725,3,2,3,1
2762,84,2,2,1,0,299,239,379,219,130.8530,140.0652,230.8354,109.6643,197.6240,379,189.5000,0,0,0,0,1.1967,1.8407,0.0919,5,3,1,0
2763,84,1,1,0,1,140,219,219,239,140.0652,72.5431,197.4335,85.4283,108.6244,219,219.0000,0,0,0,0,0.0197,1.8407,0.0531,5,4,1,0
2764,84,1,1,1,1,0,140,140,20,72.5431,170.0625,42.8019,75.6059,78.1089,239,239.0000,0,0,0,0,-0.2433,1.8407,0.0580,5,4,2,0
2765,84,1,1,0,1,239,219,219,438,170.0625,308.3869,132.8345,45.5439,32.7300,219,219.0000,0,0,0,0,0.3527,1.8407,0.0531,5,4,4,0
2766,84,1,1,1,1,219,438,438,199,308.3869,154.0657,344.8898,45.4010,91.8491,438,438.0000,0,0,0,438,0.7427,1.8407,0.1062,4,5,1,2
2767,84,1,1,1,0,438,199,199,160,154.0657,66.0000,106.3015,80.4767,74.4312,199,199.0000,0,0,0,319,1.8407,1.8407,0.0483,4,5,2,2
2768,84,1,1,1,0,199,160,160,219,66.0000,128.0625,17.4642,57.5587,61.0737,160,160.0000,0,0,1,0,1.8407,1.7177,0.0388,4,5,3,2
2769,84,1,1,1,0,160,219,219,319,128.0625,215.0471,67.0075,63.3877,55.0818,219,219.0000,1,757,0,0,1.8407,1.7177,0.0531,4,5,4,2
2770,84,1,1,1,0,438,199,199,160,215.0471,0.0000,263.1539,48.1586,20.0000,319,319.0000,0,0,0,319,1.8407,1.8407,0.0774,4,5,2,2
2771,84,1,1,1,1,219,438,438,199,116.5097,0.0000,179.9028,53.9676,57.2931,438,438.0000,0,0,0,438,1.7177,1.7177,0.1062,4,5,1,2
2772,85,1,1,1,1,0,100,100,359,0.0000,78.1361,0.0000,52.0024,43.8321,100,100.0000,0,0,0,0,-1.1753,-0.2753,0.0091,4,3,2,1
2773,85,1,1,1,0,100,359,359,179,78.1361,307.5000,181.2181,83.0692,76.0345,359,359.0000,0,0,0,0,-1.1753,-0.2753,0.0326,7,1,1,0
2774,85,1,1,1,0,359,179,179,219,307.5000,153.0964,190.2236,143.2829,127.0797,179,179.0000,0,0,0,0,-1.0913,-0.2753,0.0162,7,1,3,0
2775,85,1,1,1,0,179,219,219,120,153.0964,115.1564,12.3693,139.7900,171.9978,219,219.0000,0,0,0,0,-0.5688,-0.2753,0.0199,7,1,4,0
2776,85,1,1,1,0,219,120,120,20,115.1564,591.1584,112.0089,40.3020,36.6742,120,120.0000,0,0,0,0,-0.4938,-0.0108,0.0109,7,1,6,0
2777,85,2,2,1,0,120,20,259,259,591.1584,130.8606,658.9234,61.7029,59.4054,259,129.5000,0,0,0,0,-0.3518,-0.0108,0.0235,5,2,1,1
2778,85,1,1,1,0,239,259,259,279,130.8606,182.3904,99.2472,47.5237,86.4190,259,259.0000,0,0,0,0,-0.2753,-0.0108,0.0235,5,2,2,1
